trip_id,country,age_group,travel_companions,num_females,num_males,main_activity,visit_purpose,is_first_visit,mainland_stay_nights,island_stay_nights,tour_type,intl_transport_included,info_source,accomodation_included,food_included,domestic_transport_included,sightseeing_included,guide_included,insurance_included,days_booked_before_trip,arrival_weather,total_trip_days,has_special_requirements,spend_category
tour_idxm2li553,QATAR,18-24,Alone,1.0,0.0,Hunting Tourism,Scientific and Academic,Yes,12,0,Package Tour,No,Others,Yes,Yes,Yes,Yes,Yes,No,,"sunny,",30+,none,1.0
tour_iden0es1eh,UNITED KINGDOM,<18,With Spouse and Children,3.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,9,7,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,"sunny,",7-14,,0.0
tour_idbtpkbu0h,INDIA,45-64,Alone,0.0,1.0,Mountain Climbing,Meetings and Conference,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,,15-30,"dietary needs,",1.0
tour_idzqhj2jrb,GERMANY,45-64,With Spouse and Children,2.0,2.0,Widlife Tourism,Leisure and Holidays,No,7,6,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,"sunny,",7-14,,0.0
tour_id16fwxtvu,UGANDA,18-24,With Other Friends/Relatives,2.0,0.0,Cultural Tourism,Visiting Friends and Relatives,Yes,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",15-30,none,2.0
tour_id7g2ebx3k,ZAMBIA,25-44,Alone,0.0,1.0,Wildlife Tourism,Business,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,15-30 ,,1-6,translator required.,1.0
tour_id5rmw6bjc,KENYA,25-44,With Spouse and Children,2.0,2.0,Beach Tourism,Leisure and Holidays,No,26,2,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",30+,,1.0
tour_idhlxc932u,NEW ZEALAND,25-44,Alone,1.0,0.0,Cultural Tourism,Volunteering,Yes,37,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,No,No,No,90+,"cloudy,",7-14,,1.0
tour_idje5dnzzx,OMAN,18-24,Alone,1.0,0.0,Hunting Tourism,Visiting Friends and Relatives,Yes,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,8-14,Rainy,7-14,,2.0
tour_idki5xcmz8,KENYA,25-44,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,1,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,,30+,"wheelchair,",1.0
tour_idadevazwp,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,Yes,61-90,Rainy,7-14,,0.0
tour_idbus07znx,MEXICO,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,,1-6,,0.0
tour_ide2rcin7x,UNITED KINGDOM,18-24,With Spouse,1.0,1.0,Conference Tourism,Leisure and Holidays,No,10,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,1-7 ,"Windy,",7-14,"dietary needs,",0.0
tour_idyp5mqh30,AUSTRALIA,45-64,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,17,2,Package Tour,No,"Radio, TV, Web",Yes,Yes,Yes,Yes,Yes,No,90+,humid,1-6,none,0.0
tour_id786lm9gc,UGANDA,25-44,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,5,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,7-14,,1.0
tour_id960xnxlp,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,2.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,,7-14,translator required.,0.0
tour_id7gzc2w8i,UNITED KINGDOM,18-24,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,15,4,Package Tour,Yes,Mexican Mission Abroad,Yes,Yes,Yes,Yes,Yes,No,15-30 ,"cloudy,",1-6,,0.0
tour_idcd7hijaz,UNITED KINGDOM,18-24,With Other Friends/Relatives,2.0,2.0,Beach Tourism,Visiting Friends and Relatives,No,12,2,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,other,1-6,,0.0
tour_id1uhqde3d,UGANDA,25-44,,0.0,1.0,Beach Tourism,Meetings and Conference,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,1-6,none,2.0
tour_idacn5mnci,ITALY,65+,Alone,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,"sunny,",7-14,translator required.,0.0
tour_idezyw6f4u,KENYA,25-44,Alone,1.0,0.0,Hunting Tourism,Other,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,"sunny,",30+,none,2.0
tour_idamrsssce,UNITED KINGDOM,25-44,With Other Friends/Relatives,1.0,1.0,Wildlife Tourism,Volunteering,Yes,24,7,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,No,No,No,90+,Rainy,7-14,,2.0
tour_id288n44rq,UNITED KINGDOM,45-64,With Spouse and Children,0.0,2.0,Cultural Tourism,Leisure and Holidays,No,0,10,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,90+,,1-6,none,0.0
tour_idzpsoykge,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,2.0,3.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,Rainy,,,0.0
tour_idx46qww5n,UNITED STATES OF AMERICA,25-44,,1.0,0.0,Beach Tourism,Visiting Friends and Relatives,No,9,4,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"sunny,",15-30,none,1.0
tour_idzzpwiwzu,OMAN,25-44,With Other Friends/Relatives,2.0,1.0,Beach Tourism,Leisure and Holidays,Yes,4,4,Package Tour,No,"Travel agent, tour operator",Yes,No,Yes,Yes,Yes,,1-7 ,Rainy,7-14,,0.0
tour_idiqtsl2zv,ZAMBIA,18-24,Alone,0.0,1.0,Beach Tourism,Business,Yes,8,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",15-30,,1.0
tour_id0s846n5g,UNITED KINGDOM,25-44,With Other Friends/Relatives,3.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,12,0,Package Tour,No,"Newspaper, magazines, brochures",Yes,Yes,Yes,No,Yes,No,61-90,,7-14,none,0.0
tour_ids9ccqu2k,ITALY,25-44,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,Rainy,1-6,,1.0
tour_idx67xaivs,SWIZERLAND,45-64,Alone,1.0,0.0,Beach Tourism,Leisure and Holidays,Yes,0,4,Independent,No,Others,No,No,No,No,No,No,90+,"sunny,",30+,,1.0
tour_ids32m9fxt,ZAMBIA,25-44,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,7-14,,2.0
tour_id0ipy6koy,KENYA,45-64,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,No,0,8,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,"sunny,",15-30,,1.0
tour_idgdhhrb2u,DRC,25-44,Alone,1.0,0.0,Hunting Tourism,Business,No,14,0,Independent,No,Others,No,No,No,No,No,No,31-60,"cloudy,",1-6,none,1.0
tour_idf693ll5p,IRELAND,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,8,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,61-90,,1-6,none,0.0
tour_id0r1wcx36,UNITED KINGDOM,18-24,,1.0,0.0,Wildlife Tourism,Leisure and Holidays,Yes,14,0,Package Tour,No,"Radio, TV, Web",Yes,Yes,Yes,No,No,Yes,31-60,other,7-14,,1.0
tour_iduye13brt,BURUNDI,45-64,,0.0,1.0,Hunting Tourism,Visiting Friends and Relatives,No,1,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",30+,,2.0
tour_iddk2hngr5,UNITED STATES OF AMERICA,65+,With Spouse and Children,1.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,2,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,31-60,Rainy,7-14,,0.0
tour_idk1adseaq,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,30,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,30+,,1.0
tour_id7fzjbyoj,AUSTRIA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,3,0,Package Tour,No,"Newspaper, magazines, brochures",Yes,Yes,Yes,Yes,Yes,No,61-90,humid,30+,,0.0
tour_idffy6p4g5,AUSTRALIA,25-44,With Spouse,1.0,1.0,Business,Leisure and Holidays,Yes,9,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,,30+,,0.0
tour_idh1r7i6ls,GERMANY,18-24,With Spouse and Children,5.0,0.0,Cultural Tourism,Leisure and Holidays,Yes,27,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,No,No,No,90+,Rainy,1-6,,0.0
tour_idtuy2u7dt,COLOMBIA,25-44,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,4,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,,"cloudy,",15-30,,1.0
tour_idreyk69p7,SWEDEN,45-64,,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,10,7,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,No,No,No,31-60,Rainy,1-6,"dietary needs,",1.0
tour_idern02dkw,ZIMBABWE,25-44,With Other Friends/Relatives,1.0,1.0,Wildlife Tourism,Business,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",7-14,,1.0
tour_idpwjy6rel,SWIZERLAND,45-64,Alone,0.0,1.0,,Leisure and Holidays,Yes,5,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,,"sunny,",15-30,,0.0
tour_idsqqf3nn2,UNITED STATES OF AMERICA,45-64,,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,17,5,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,,"sunny,",30+,,0.0
tour_idoinm104r,ITALY,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,15-30 ,"sunny,",30+,,0.0
tour_idnsvd9drs,CZECH REPUBLIC,25-44,,0.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,5,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,31-60,humid,7-14,"dietary needs,",1.0
tour_idyg3facjj,ZIMBABWE,25-44,With Other Friends/Relatives,0.0,2.0,Wildlife Tourism,Business,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Rainy,30+,none,1.0
tour_idbkumackv,SOUTH AFRICA,25-44,Alone,1.0,0.0,Beach Tourism,Leisure and Holidays,No,5,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,"sunny,",1-6,,1.0
tour_id57dywh6f,ITALY,25-44,With Other Friends/Relatives,0.0,5.0,Beach Tourism,Leisure and Holidays,Yes,10,5,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,Yes,Yes,Yes,Yes,61-90,Stormy,7-14,,0.0
tour_id5z63e2rv,ISRAEL,45-64,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,0,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,61-90,Stormy,7-14,,0.0
tour_idmewpi40h,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Cultural Tourism,Leisure and Holidays,Yes,0,3,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,Stormy,1-6,none,1.0
tour_iduu6h6hvv,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,12,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,No,61-90,"sunny,",15-30,,0.0
tour_idxiqstw1x,UGANDA,45-64,Alone,0.0,1.0,Hunting Tourism,Visiting Friends and Relatives,Yes,60,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"cloudy,",7-14,,2.0
tour_id39uabnyr,UNITED KINGDOM,18-24,Alone,0.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,14,0,Package Tour,No,"Travel agent, tour operator",,Yes,Yes,Yes,Yes,No,90+,"sunny,",7-14,,0.0
tour_id9sjk54ao,UNITED KINGDOM,65+,With Other Friends/Relatives,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,10,5,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,"cloudy,",30+,,0.0
tour_idovmaq6zc,INDIA,25-44,Alone,0.0,1.0,Beach Tourism,Meetings and Conference,Yes,5,0,Package Tour,Yes,Trade fair,Yes,Yes,No,No,No,No,61-90,other,1-6,,1.0
tour_idn3oe1ytf,ITALY,45-64,With Other Friends/Relatives,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,6,12,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,1-7 ,"cloudy,",1-6,,0.0
tour_idtrz5nmoz,DENMARK,65+,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,4,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,61-90,,15-30,,0.0
tour_idbxtdf5nl,UNITED KINGDOM,45-64,With Spouse and Children,3.0,2.0,Widlife Tourism,Leisure and Holidays,No,13,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,,1-6,,0.0
tour_idq1ptw22e,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,4,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,humid,1-6,,1.0
tour_idn2xeglav,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,10,0,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,No,Yes,No,90+,"sunny,",15-30,,1.0
tour_id6uqwsuci,UNITED STATES OF AMERICA,65+,Alone,0.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,,humid,1-6,,0.0
tour_id6h0n9az7,SWEDEN,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,3,10,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,90+,other,1-6,,0.0
tour_idvpf8yw8n,KENYA,18-24,Alone,0.0,1.0,Beach Tourism,Scientific and Academic,No,10,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,1-6,none,1.0
tour_idp3zvr3ka,KENYA,25-44,With Children,2.0,0.0,Cultural Tourism,Visiting Friends and Relatives,No,6,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,,7-14,,1.0
tour_id8d8ue3lc,UNITED KINGDOM,25-44,Alone,1.0,0.0,Conference Tourism,Leisure and Holidays,Yes,10,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,,7-14,,1.0
tour_idsoqi2a68,DENMARK,18-24,With Other Friends/Relatives,4.0,0.0,Beach Tourism,Leisure and Holidays,No,30,8,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,Yes,61-90,"sunny,",15-30,,0.0
tour_idnjngfog5,INDIA,25-44,Alone,0.0,1.0,Hunting Tourism,Meetings and Conference,Yes,7,3,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",7-14,,1.0
tour_idm4qkhfm3,NETHERLANDS,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,,,7-14,,0.0
tour_idbapbvmy4,FRANCE,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,No,No,No,90+,,7-14,,0.0
tour_idyv4ot6kl,SPAIN,25-44,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,15,5,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,Yes,No,Yes,Yes,90+,Stormy,30+,translator required.,1.0
tour_idr4pp9elk,UNITED KINGDOM,18-24,Alone,1.0,0.0,Beach Tourism,Visiting Friends and Relatives,No,14,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,,,none,2.0
tour_idr61nzk6a,GERMANY,45-64,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,10,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,61-90,"cloudy,",,,0.0
tour_idnhn0z2li,NETHERLANDS,25-44,,1.0,0.0,Wildlife Tourism,Leisure and Holidays,Yes,7,3,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,15-30 ,"sunny,",30+,none,1.0
tour_idqcnutm17,CANADA,45-64,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,Rainy,1-6,none,0.0
tour_idn9cxk55h,GERMANY,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,No,"Friends, relatives",,Yes,Yes,Yes,Yes,No,61-90,"cloudy,",1-6,none,0.0
tour_idei9fyb5f,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,9,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,"sunny,",30+,,2.0
tour_idqw7v2mok,UGANDA,25-44,Alone,0.0,1.0,Hunting Tourism,Other,No,3,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,90+,"sunny,",1-6,,2.0
tour_idmmfcb2fv,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,,7-14,none,0.0
tour_idymifcl70,CONGO,45-64,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,11,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,1-6,none,1.0
tour_idgldxxjf9,SCOTLAND,18-24,With Other Friends/Relatives,2.0,0.0,Hunting Tourism,Volunteering,Yes,11,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Stormy,7-14,,1.0
tour_idj7hlwvcy,SOUTH AFRICA,25-44,,1.0,0.0,Wildlife Tourism,Visiting Friends and Relatives,No,40,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,Rainy,7-14,,1.0
tour_id7eo4ltqa,ITALY,45-64,With Spouse and Children,2.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,6,3,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,"Windy,",30+,none,1.0
tour_idjoxzo01t,BELGIUM,45-64,Alone,0.0,1.0,Beach Tourism,Other,No,5,0,Independent,No,Others,No,No,No,No,No,No,31-60,"cloudy,",30+,none,1.0
tour_id48upx620,LATVIA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,3,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,61-90,"sunny,",1-6,,0.0
tour_idzxcujisp,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,Yes,No,No,61-90,Rainy,7-14,none,0.0
tour_idh3nvogwy,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,90+,,7-14,,0.0
tour_id9t3lrm2h,FRANCE,18-24,,1.0,0.0,Conference Tourism,Volunteering,Yes,55,5,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,7-14,,1.0
tour_idjgf5sy3t,DRC,18-24,With Other Friends/Relatives,2.0,0.0,Cultural Tourism,Visiting Friends and Relatives,Yes,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,1-6,,2.0
tour_idyv0sxk11,DRC,18-24,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,No,1,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",30+,,2.0
tour_idg65us1h4,GERMANY,65+,Alone,0.0,1.0,Mountain Climbing,Meetings and Conference,No,5,0,Independent,No,Others,No,No,No,No,No,No,90+,,7-14,none,1.0
tour_id4hsua7fy,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,3.0,Wildlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,15-30 ,,30+,,0.0
tour_id9hb8boz8,CANADA,25-44,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,70,0,Independent,No,Others,No,No,No,No,No,No,,Rainy,30+,,0.0
tour_idrdl7j36f,KENYA,25-44,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,Yes,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,Rainy,7-14,none,1.0
tour_idw25qwlf8,UNITED STATES OF AMERICA,45-64,With Children,2.0,0.0,Conference Tourism,Leisure and Holidays,Yes,10,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,Yes,Yes,No,61-90,"sunny,",30+,,0.0
tour_idy5g02p1c,JAPAN,45-64,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,31-60,"sunny,",30+,"dietary needs,",0.0
tour_idw67kfzdw,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,Yes,"Travel agent, tour operator",,,Yes,Yes,Yes,No,90+,"cloudy,",7-14,,0.0
tour_id4z485ybl,ITALY,18-24,Alone,0.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,5,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,other,7-14,,0.0
tour_idr9ys5wx5,,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,5,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,15-30 ,"sunny,",7-14,,
tour_idbqb3wgfl,ZIMBABWE,25-44,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,9,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",1-6,,1.0
tour_idd9lww75q,UNITED KINGDOM,18-24,With Other Friends/Relatives,7.0,4.0,Widlife Tourism,Volunteering,Yes,22,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,8-14,Rainy,7-14,,1.0
tour_idn2a7j4dv,SPAIN,25-44,With Other Friends/Relatives,2.0,3.0,Widlife Tourism,Leisure and Holidays,Yes,15,8,Package Tour,No,"Friends, relatives",Yes,Yes,No,Yes,No,No,61-90,humid,7-14,,0.0
tour_id4fm6yv47,SWIZERLAND,25-44,Alone,0.0,1.0,Cultural Tourism,Visiting Friends and Relatives,Yes,14,4,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,other,7-14,,1.0
tour_idhprf7nea,BURUNDI,18-24,Alone,0.0,1.0,Mountain Climbing,Business,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,,30+,,2.0
tour_idtpntgd76,MALAYSIA,25-44,Alone,0.0,1.0,Wildlife Tourism,Leisure and Holidays,No,10,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,"cloudy,",15-30,,1.0
tour_idcc0ytt8u,ZAMBIA,45-64,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,2,0,Independent,No,Trade fair,No,No,No,No,No,No,61-90,,30+,,2.0
tour_id3nxkw85e,INDIA,25-44,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,12,0,Independent,No,"Friends, relatives",,No,No,No,No,No,,"sunny,",7-14,translator required.,2.0
tour_idtiecv4uw,FRANCE,65+,Alone,0.0,1.0,Widlife Tourism,Business,Yes,10,0,Independent,No,Others,No,No,No,No,No,No,31-60,"sunny,",7-14,,1.0
tour_id83hqah5j,ZIMBABWE,25-44,Alone,0.0,1.0,Beach Tourism,Business,Yes,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,,,1.0
tour_idusfabbyz,FRANCE,45-64,With Spouse and Children,1.0,2.0,Beach Tourism,Leisure and Holidays,No,0,9,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,90+,,7-14,,0.0
tour_id8vrt05ou,UGANDA,25-44,With Spouse,1.0,1.0,Mountain Climbing,Meetings and Conference,No,5,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,"sunny,",15-30,,1.0
tour_id8i6485cb,UNITED KINGDOM,25-44,Alone,1.0,0.0,Cultural Tourism,Leisure and Holidays,Yes,10,4,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,,7-14,,0.0
tour_id4486wncl,SWIZERLAND,25-44,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,"Windy,",1-6,,0.0
tour_idjtfbwti2,SPAIN,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,10,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,90+,"Windy,",1-6,none,0.0
tour_idmpgkbqeu,ISRAEL,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,No,8,0,Package Tour,Yes,"Friends, relatives",,Yes,Yes,No,No,No,31-60,,7-14,,0.0
tour_ides991x9r,ISRAEL,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,6,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,,7-14,,0.0
tour_idld1p9ekc,SPAIN,25-44,With Other Friends/Relatives,1.0,1.0,Conference Tourism,Leisure and Holidays,Yes,30,3,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,90+,"cloudy,",1-6,none,0.0
